sensitivity,model_id,benchmark_id,always_refine_protocol,decision_protocol,common_functional_transition_tasks,excluded_from_functional_transition_comparison,initially_incorrect_common,always_refine_repairs,decision_conditioned_repairs,always_refine_repair_rate,decision_conditioned_repair_rate,repair_rate_difference,lost_repairs,initially_correct_common,always_refine_regressions,decision_conditioned_regressions,always_refine_regression_rate,decision_conditioned_regression_rate,regression_rate_difference,prevented_regressions,always_refine_net_gain_count,decision_conditioned_net_gain_count,net_correct_difference_count,net_correct_difference_rate
all_resolved,devstral-small-2-24b-instruct,bigcodebench_instruct,cr,dcr,1134,2,597,28,2,0.04690117252931323,0.0033500837520938024,-0.04355108877721943,26,537,109,2,0.20297951582867785,0.0037243947858473,-0.19925512104283055,107,-81,0,81,0.07142857142857142
all_resolved,devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,dcpr,1133,3,595,31,4,0.052100840336134456,0.0067226890756302525,-0.0453781512605042,27,538,139,2,0.258364312267658,0.0037174721189591076,-0.25464684014869887,137,-108,2,110,0.0970873786407767
all_resolved,devstral-small-2-24b-instruct,humaneval_plus,r,dr,160,3,22,3,0,0.13636363636363635,0.0,-0.13636363636363635,3,138,0,0,0.0,0.0,0.0,0,3,0,-3,-0.01875
all_resolved,devstral-small-2-24b-instruct,humaneval_plus,cr,dcr,160,3,22,7,2,0.3181818181818182,0.09090909090909091,-0.22727272727272727,5,138,9,0,0.06521739130434782,0.0,-0.06521739130434782,9,-2,2,4,0.025
all_resolved,devstral-small-2-24b-instruct,humaneval_plus,cpr,dcpr,161,2,23,7,2,0.30434782608695654,0.08695652173913043,-0.21739130434782608,5,138,11,1,0.07971014492753623,0.007246376811594203,-0.07246376811594203,10,-4,1,5,0.031055900621118012
all_resolved,devstral-small-2-24b-instruct,mbpp_plus,r,dr,375,1,111,1,0,0.009009009009009009,0.0,-0.009009009009009009,1,264,0,0,0.0,0.0,0.0,0,1,0,-1,-0.0026666666666666666
all_resolved,devstral-small-2-24b-instruct,mbpp_plus,cr,dcr,374,2,110,12,4,0.10909090909090909,0.03636363636363636,-0.07272727272727272,8,264,14,1,0.05303030303030303,0.003787878787878788,-0.04924242424242424,13,-2,3,5,0.013368983957219251
all_resolved,devstral-small-2-24b-instruct,mbpp_plus,cpr,dcpr,374,2,110,11,4,0.1,0.03636363636363636,-0.06363636363636363,7,264,22,2,0.08333333333333333,0.007575757575757576,-0.07575757575757576,20,-11,2,13,0.034759358288770054
all_resolved,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,r,dr,1136,0,567,9,2,0.015873015873015872,0.003527336860670194,-0.012345679012345678,7,569,4,2,0.007029876977152899,0.0035149384885764497,-0.0035149384885764497,2,5,0,-5,-0.0044014084507042256
all_resolved,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cr,dcr,1136,0,567,14,8,0.024691358024691357,0.014109347442680775,-0.010582010582010581,6,569,23,14,0.040421792618629174,0.02460456942003515,-0.015817223198594025,9,-9,-6,3,0.002640845070422535
all_resolved,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cpr,dcpr,1136,0,567,14,6,0.024691358024691357,0.010582010582010581,-0.014109347442680775,8,569,26,15,0.04569420035149385,0.026362038664323375,-0.019332161687170474,11,-12,-9,3,0.002640845070422535
all_resolved,gemma-4-31b-it-qat-w4a16,humaneval_plus,r,dr,161,2,5,0,0,0.0,0.0,0.0,0,156,1,0,0.00641025641025641,0.0,-0.00641025641025641,1,-1,0,1,0.006211180124223602
all_resolved,gemma-4-31b-it-qat-w4a16,humaneval_plus,cr,dcr,161,2,5,0,0,0.0,0.0,0.0,0,156,5,2,0.03205128205128205,0.01282051282051282,-0.019230769230769232,3,-5,-2,3,0.018633540372670808
all_resolved,gemma-4-31b-it-qat-w4a16,humaneval_plus,cpr,dcpr,161,2,5,0,0,0.0,0.0,0.0,0,156,5,2,0.03205128205128205,0.01282051282051282,-0.019230769230769232,3,-5,-2,3,0.018633540372670808
all_resolved,gemma-4-31b-it-qat-w4a16,mbpp_plus,r,dr,375,1,72,4,4,0.05555555555555555,0.05555555555555555,0.0,0,303,0,0,0.0,0.0,0.0,0,4,4,0,0.0
all_resolved,gemma-4-31b-it-qat-w4a16,mbpp_plus,cr,dcr,373,3,71,8,5,0.11267605633802817,0.07042253521126761,-0.04225352112676056,3,302,5,1,0.016556291390728478,0.0033112582781456954,-0.013245033112582781,4,3,4,1,0.002680965147453083
all_resolved,gemma-4-31b-it-qat-w4a16,mbpp_plus,cpr,dcpr,374,2,72,8,5,0.1111111111111111,0.06944444444444445,-0.041666666666666664,3,302,6,1,0.019867549668874173,0.0033112582781456954,-0.016556291390728478,5,2,4,2,0.0053475935828877
all_resolved,qwen2.5-coder-14b-instruct,bigcodebench_instruct,r,dr,1136,0,578,4,2,0.006920415224913495,0.0034602076124567475,-0.0034602076124567475,2,558,3,1,0.005376344086021506,0.0017921146953405018,-0.0035842293906810036,2,1,1,0,0.0
all_resolved,qwen2.5-coder-14b-instruct,bigcodebench_instruct,cr,dcr,1136,0,578,13,7,0.02249134948096886,0.012110726643598616,-0.010380622837370242,6,558,18,3,0.03225806451612903,0.005376344086021506,-0.026881720430107527,15,-5,4,9,0.007922535211267605
all_resolved,qwen2.5-coder-14b-instruct,bigcodebench_instruct,cpr,dcpr,1135,1,577,11,7,0.019064124783362217,0.012131715771230503,-0.006932409012131715,4,558,16,3,0.02867383512544803,0.005376344086021506,-0.023297491039426525,13,-5,4,9,0.007929515418502203
all_resolved,qwen2.5-coder-14b-instruct,humaneval_plus,r,dr,161,2,19,1,1,0.05263157894736842,0.05263157894736842,0.0,0,142,1,0,0.007042253521126761,0.0,-0.007042253521126761,1,0,1,1,0.006211180124223602
all_resolved,qwen2.5-coder-14b-instruct,humaneval_plus,cr,dcr,161,2,19,2,2,0.10526315789473684,0.10526315789473684,0.0,0,142,5,0,0.035211267605633804,0.0,-0.035211267605633804,5,-3,2,5,0.031055900621118012
all_resolved,qwen2.5-coder-14b-instruct,humaneval_plus,cpr,dcpr,161,2,19,3,3,0.15789473684210525,0.15789473684210525,0.0,0,142,4,0,0.028169014084507043,0.0,-0.028169014084507043,4,-1,3,4,0.024844720496894408
all_resolved,qwen2.5-coder-14b-instruct,mbpp_plus,r,dr,377,1,90,3,3,0.03333333333333333,0.03333333333333333,0.0,0,287,0,0,0.0,0.0,0.0,0,3,3,0,0.0
all_resolved,qwen2.5-coder-14b-instruct,mbpp_plus,cr,dcr,377,1,90,11,11,0.12222222222222222,0.12222222222222222,0.0,0,287,8,2,0.027874564459930314,0.006968641114982578,-0.020905923344947737,6,3,9,6,0.015915119363395226
all_resolved,qwen2.5-coder-14b-instruct,mbpp_plus,cpr,dcpr,377,1,90,9,9,0.1,0.1,0.0,0,287,8,2,0.027874564459930314,0.006968641114982578,-0.020905923344947737,6,1,7,6,0.015915119363395226
all_resolved,qwen2.5-coder-7b-instruct,bigcodebench_instruct,r,dr,1136,0,670,12,5,0.01791044776119403,0.007462686567164179,-0.010447761194029851,7,466,1,0,0.002145922746781116,0.0,-0.002145922746781116,1,11,5,-6,-0.00528169014084507
all_resolved,qwen2.5-coder-7b-instruct,bigcodebench_instruct,cr,dcr,1127,9,665,25,11,0.03759398496240601,0.016541353383458645,-0.021052631578947368,14,462,15,5,0.032467532467532464,0.010822510822510822,-0.021645021645021644,10,10,6,-4,-0.00354924578527063
all_resolved,qwen2.5-coder-7b-instruct,bigcodebench_instruct,cpr,dcpr,1136,0,670,21,9,0.03134328358208955,0.013432835820895522,-0.01791044776119403,12,466,17,4,0.03648068669527897,0.008583690987124463,-0.027896995708154508,13,4,5,1,0.0008802816901408451
all_resolved,qwen2.5-coder-7b-instruct,humaneval_plus,r,dr,161,2,21,1,1,0.047619047619047616,0.047619047619047616,0.0,0,140,1,0,0.007142857142857143,0.0,-0.007142857142857143,1,0,1,1,0.006211180124223602
all_resolved,qwen2.5-coder-7b-instruct,humaneval_plus,cr,dcr,161,2,21,3,2,0.14285714285714285,0.09523809523809523,-0.047619047619047616,1,140,8,2,0.05714285714285714,0.014285714285714285,-0.04285714285714286,6,-5,0,5,0.031055900621118012
all_resolved,qwen2.5-coder-7b-instruct,humaneval_plus,cpr,dcpr,161,2,21,2,2,0.09523809523809523,0.09523809523809523,0.0,0,140,7,2,0.05,0.014285714285714285,-0.03571428571428571,5,-5,0,5,0.031055900621118012
all_resolved,qwen2.5-coder-7b-instruct,mbpp_plus,r,dr,375,3,97,1,1,0.010309278350515464,0.010309278350515464,0.0,0,278,0,0,0.0,0.0,0.0,0,1,1,0,0.0
all_resolved,qwen2.5-coder-7b-instruct,mbpp_plus,cr,dcr,374,4,96,5,5,0.052083333333333336,0.052083333333333336,0.0,0,278,6,3,0.02158273381294964,0.01079136690647482,-0.01079136690647482,3,-1,2,3,0.008021390374331552
all_resolved,qwen2.5-coder-7b-instruct,mbpp_plus,cpr,dcpr,374,4,96,5,5,0.052083333333333336,0.052083333333333336,0.0,0,278,8,3,0.02877697841726619,0.01079136690647482,-0.017985611510791366,5,-3,2,5,0.013368983957219251
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,r,dr,1135,0,573,4,3,0.006980802792321117,0.005235602094240838,-0.0017452006980802793,1,562,0,0,0.0,0.0,0.0,0,4,3,-1,-0.000881057268722467
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cr,dcr,1133,2,571,26,10,0.04553415061295972,0.017513134851138354,-0.028021015761821366,16,562,159,27,0.28291814946619215,0.04804270462633452,-0.23487544483985764,132,-133,-17,116,0.10238305383936452
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cpr,dcpr,1134,1,572,32,15,0.055944055944055944,0.026223776223776224,-0.02972027972027972,17,562,196,33,0.3487544483985765,0.05871886120996441,-0.2900355871886121,163,-164,-18,146,0.12874779541446207
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,r,dr,158,3,20,0,0,0.0,0.0,0.0,0,138,0,0,0.0,0.0,0.0,0,0,0,0,0.0
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cr,dcr,158,3,20,7,1,0.35,0.05,-0.3,6,138,12,3,0.08695652173913043,0.021739130434782608,-0.06521739130434782,9,-5,-2,3,0.0189873417721519
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cpr,dcpr,158,3,20,6,1,0.3,0.05,-0.25,5,138,17,3,0.12318840579710146,0.021739130434782608,-0.10144927536231885,14,-11,-2,9,0.056962025316455694
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,r,dr,377,1,90,0,0,0.0,0.0,0.0,0,287,0,0,0.0,0.0,0.0,0,0,0,0,0.0
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cr,dcr,374,4,87,10,3,0.11494252873563218,0.034482758620689655,-0.08045977011494253,7,287,45,5,0.156794425087108,0.017421602787456445,-0.13937282229965156,40,-35,-2,33,0.08823529411764706
all_resolved,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cpr,dcpr,375,3,88,9,1,0.10227272727272728,0.011363636363636364,-0.09090909090909091,8,287,51,6,0.17770034843205576,0.020905923344947737,-0.156794425087108,45,-42,-5,37,0.09866666666666667
exact_only,deepseek-coder-v2-lite-instruct,bigcodebench_instruct,r,dr,996,6,598,2,0,0.0033444816053511705,0.0,-0.0033444816053511705,2,398,4,0,0.010050251256281407,0.0,-0.010050251256281407,4,-2,0,2,0.002008032128514056
exact_only,deepseek-coder-v2-lite-instruct,bigcodebench_instruct,cr,dcr,995,7,597,29,0,0.048576214405360134,0.0,-0.048576214405360134,29,398,94,0,0.23618090452261306,0.0,-0.23618090452261306,94,-65,0,65,0.06532663316582915
exact_only,deepseek-coder-v2-lite-instruct,bigcodebench_instruct,cpr,dcpr,994,8,596,24,0,0.040268456375838924,0.0,-0.040268456375838924,24,398,105,0,0.2638190954773869,0.0,-0.2638190954773869,105,-81,0,81,0.08148893360160966
exact_only,deepseek-coder-v2-lite-instruct,humaneval_plus,r,dr,159,1,34,1,0,0.029411764705882353,0.0,-0.029411764705882353,1,125,2,0,0.016,0.0,-0.016,2,-1,0,1,0.006289308176100629
exact_only,deepseek-coder-v2-lite-instruct,humaneval_plus,cr,dcr,157,3,33,7,0,0.21212121212121213,0.0,-0.21212121212121213,7,124,17,0,0.13709677419354838,0.0,-0.13709677419354838,17,-10,0,10,0.06369426751592357
exact_only,deepseek-coder-v2-lite-instruct,humaneval_plus,cpr,dcpr,157,3,33,7,0,0.21212121212121213,0.0,-0.21212121212121213,7,124,21,0,0.1693548387096774,0.0,-0.1693548387096774,21,-14,0,14,0.08917197452229299
exact_only,deepseek-coder-v2-lite-instruct,mbpp_plus,r,dr,356,2,90,2,0,0.022222222222222223,0.0,-0.022222222222222223,2,266,1,0,0.0037593984962406013,0.0,-0.0037593984962406013,1,1,0,-1,-0.0028089887640449437
exact_only,deepseek-coder-v2-lite-instruct,mbpp_plus,cr,dcr,355,3,89,10,0,0.11235955056179775,0.0,-0.11235955056179775,10,266,50,0,0.18796992481203006,0.0,-0.18796992481203006,50,-40,0,40,0.11267605633802817
exact_only,deepseek-coder-v2-lite-instruct,mbpp_plus,cpr,dcpr,356,2,90,5,0,0.05555555555555555,0.0,-0.05555555555555555,5,266,55,0,0.20676691729323307,0.0,-0.20676691729323307,55,-50,0,50,0.1404494382022472
exact_only,devstral-small-2-24b-instruct,bigcodebench_instruct,r,dr,1136,0,598,8,3,0.013377926421404682,0.005016722408026756,-0.008361204013377926,5,538,4,1,0.007434944237918215,0.0018587360594795538,-0.0055762081784386614,3,4,2,-2,-0.0017605633802816902
exact_only,devstral-small-2-24b-instruct,bigcodebench_instruct,cr,dcr,1134,2,597,28,2,0.04690117252931323,0.0033500837520938024,-0.04355108877721943,26,537,109,2,0.20297951582867785,0.0037243947858473,-0.19925512104283055,107,-81,0,81,0.07142857142857142
exact_only,devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,dcpr,1133,3,595,31,4,0.052100840336134456,0.0067226890756302525,-0.0453781512605042,27,538,139,2,0.258364312267658,0.0037174721189591076,-0.25464684014869887,137,-108,2,110,0.0970873786407767
exact_only,devstral-small-2-24b-instruct,humaneval_plus,r,dr,160,3,22,3,0,0.13636363636363635,0.0,-0.13636363636363635,3,138,0,0,0.0,0.0,0.0,0,3,0,-3,-0.01875
exact_only,devstral-small-2-24b-instruct,humaneval_plus,cr,dcr,160,3,22,7,2,0.3181818181818182,0.09090909090909091,-0.22727272727272727,5,138,9,0,0.06521739130434782,0.0,-0.06521739130434782,9,-2,2,4,0.025
exact_only,devstral-small-2-24b-instruct,humaneval_plus,cpr,dcpr,161,2,23,7,2,0.30434782608695654,0.08695652173913043,-0.21739130434782608,5,138,11,1,0.07971014492753623,0.007246376811594203,-0.07246376811594203,10,-4,1,5,0.031055900621118012
exact_only,devstral-small-2-24b-instruct,mbpp_plus,r,dr,375,1,111,1,0,0.009009009009009009,0.0,-0.009009009009009009,1,264,0,0,0.0,0.0,0.0,0,1,0,-1,-0.0026666666666666666
exact_only,devstral-small-2-24b-instruct,mbpp_plus,cr,dcr,374,2,110,12,4,0.10909090909090909,0.03636363636363636,-0.07272727272727272,8,264,14,1,0.05303030303030303,0.003787878787878788,-0.04924242424242424,13,-2,3,5,0.013368983957219251
exact_only,devstral-small-2-24b-instruct,mbpp_plus,cpr,dcpr,374,2,110,11,4,0.1,0.03636363636363636,-0.06363636363636363,7,264,22,2,0.08333333333333333,0.007575757575757576,-0.07575757575757576,20,-11,2,13,0.034759358288770054
exact_only,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,r,dr,1136,0,567,9,2,0.015873015873015872,0.003527336860670194,-0.012345679012345678,7,569,4,2,0.007029876977152899,0.0035149384885764497,-0.0035149384885764497,2,5,0,-5,-0.0044014084507042256
exact_only,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cr,dcr,1136,0,567,14,8,0.024691358024691357,0.014109347442680775,-0.010582010582010581,6,569,23,14,0.040421792618629174,0.02460456942003515,-0.015817223198594025,9,-9,-6,3,0.002640845070422535
exact_only,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cpr,dcpr,1136,0,567,14,6,0.024691358024691357,0.010582010582010581,-0.014109347442680775,8,569,26,15,0.04569420035149385,0.026362038664323375,-0.019332161687170474,11,-12,-9,3,0.002640845070422535
exact_only,gemma-4-31b-it-qat-w4a16,humaneval_plus,r,dr,161,2,5,0,0,0.0,0.0,0.0,0,156,1,0,0.00641025641025641,0.0,-0.00641025641025641,1,-1,0,1,0.006211180124223602
exact_only,gemma-4-31b-it-qat-w4a16,humaneval_plus,cr,dcr,161,2,5,0,0,0.0,0.0,0.0,0,156,5,2,0.03205128205128205,0.01282051282051282,-0.019230769230769232,3,-5,-2,3,0.018633540372670808
exact_only,gemma-4-31b-it-qat-w4a16,humaneval_plus,cpr,dcpr,161,2,5,0,0,0.0,0.0,0.0,0,156,5,2,0.03205128205128205,0.01282051282051282,-0.019230769230769232,3,-5,-2,3,0.018633540372670808
exact_only,gemma-4-31b-it-qat-w4a16,mbpp_plus,r,dr,375,1,72,4,4,0.05555555555555555,0.05555555555555555,0.0,0,303,0,0,0.0,0.0,0.0,0,4,4,0,0.0
exact_only,gemma-4-31b-it-qat-w4a16,mbpp_plus,cr,dcr,373,3,71,8,5,0.11267605633802817,0.07042253521126761,-0.04225352112676056,3,302,5,1,0.016556291390728478,0.0033112582781456954,-0.013245033112582781,4,3,4,1,0.002680965147453083
exact_only,gemma-4-31b-it-qat-w4a16,mbpp_plus,cpr,dcpr,374,2,72,8,5,0.1111111111111111,0.06944444444444445,-0.041666666666666664,3,302,6,1,0.019867549668874173,0.0033112582781456954,-0.016556291390728478,5,2,4,2,0.0053475935828877
exact_only,qwen2.5-coder-14b-instruct,bigcodebench_instruct,r,dr,1136,0,578,4,2,0.006920415224913495,0.0034602076124567475,-0.0034602076124567475,2,558,3,1,0.005376344086021506,0.0017921146953405018,-0.0035842293906810036,2,1,1,0,0.0
exact_only,qwen2.5-coder-14b-instruct,bigcodebench_instruct,cr,dcr,1136,0,578,13,7,0.02249134948096886,0.012110726643598616,-0.010380622837370242,6,558,18,3,0.03225806451612903,0.005376344086021506,-0.026881720430107527,15,-5,4,9,0.007922535211267605
exact_only,qwen2.5-coder-14b-instruct,bigcodebench_instruct,cpr,dcpr,1135,1,577,11,7,0.019064124783362217,0.012131715771230503,-0.006932409012131715,4,558,16,3,0.02867383512544803,0.005376344086021506,-0.023297491039426525,13,-5,4,9,0.007929515418502203
exact_only,qwen2.5-coder-14b-instruct,humaneval_plus,r,dr,161,2,19,1,1,0.05263157894736842,0.05263157894736842,0.0,0,142,1,0,0.007042253521126761,0.0,-0.007042253521126761,1,0,1,1,0.006211180124223602
exact_only,qwen2.5-coder-14b-instruct,humaneval_plus,cr,dcr,161,2,19,2,2,0.10526315789473684,0.10526315789473684,0.0,0,142,5,0,0.035211267605633804,0.0,-0.035211267605633804,5,-3,2,5,0.031055900621118012
exact_only,qwen2.5-coder-14b-instruct,humaneval_plus,cpr,dcpr,161,2,19,3,3,0.15789473684210525,0.15789473684210525,0.0,0,142,4,0,0.028169014084507043,0.0,-0.028169014084507043,4,-1,3,4,0.024844720496894408
exact_only,qwen2.5-coder-14b-instruct,mbpp_plus,r,dr,377,1,90,3,3,0.03333333333333333,0.03333333333333333,0.0,0,287,0,0,0.0,0.0,0.0,0,3,3,0,0.0
exact_only,qwen2.5-coder-14b-instruct,mbpp_plus,cr,dcr,377,1,90,11,11,0.12222222222222222,0.12222222222222222,0.0,0,287,8,2,0.027874564459930314,0.006968641114982578,-0.020905923344947737,6,3,9,6,0.015915119363395226
exact_only,qwen2.5-coder-14b-instruct,mbpp_plus,cpr,dcpr,377,1,90,9,9,0.1,0.1,0.0,0,287,8,2,0.027874564459930314,0.006968641114982578,-0.020905923344947737,6,1,7,6,0.015915119363395226
exact_only,qwen2.5-coder-7b-instruct,bigcodebench_instruct,r,dr,1136,0,670,12,5,0.01791044776119403,0.007462686567164179,-0.010447761194029851,7,466,1,0,0.002145922746781116,0.0,-0.002145922746781116,1,11,5,-6,-0.00528169014084507
exact_only,qwen2.5-coder-7b-instruct,bigcodebench_instruct,cr,dcr,1127,9,665,25,11,0.03759398496240601,0.016541353383458645,-0.021052631578947368,14,462,15,5,0.032467532467532464,0.010822510822510822,-0.021645021645021644,10,10,6,-4,-0.00354924578527063
exact_only,qwen2.5-coder-7b-instruct,bigcodebench_instruct,cpr,dcpr,1136,0,670,21,9,0.03134328358208955,0.013432835820895522,-0.01791044776119403,12,466,17,4,0.03648068669527897,0.008583690987124463,-0.027896995708154508,13,4,5,1,0.0008802816901408451
exact_only,qwen2.5-coder-7b-instruct,humaneval_plus,r,dr,161,2,21,1,1,0.047619047619047616,0.047619047619047616,0.0,0,140,1,0,0.007142857142857143,0.0,-0.007142857142857143,1,0,1,1,0.006211180124223602
exact_only,qwen2.5-coder-7b-instruct,humaneval_plus,cr,dcr,161,2,21,3,2,0.14285714285714285,0.09523809523809523,-0.047619047619047616,1,140,8,2,0.05714285714285714,0.014285714285714285,-0.04285714285714286,6,-5,0,5,0.031055900621118012
exact_only,qwen2.5-coder-7b-instruct,humaneval_plus,cpr,dcpr,161,2,21,2,2,0.09523809523809523,0.09523809523809523,0.0,0,140,7,2,0.05,0.014285714285714285,-0.03571428571428571,5,-5,0,5,0.031055900621118012
exact_only,qwen2.5-coder-7b-instruct,mbpp_plus,r,dr,375,3,97,1,1,0.010309278350515464,0.010309278350515464,0.0,0,278,0,0,0.0,0.0,0.0,0,1,1,0,0.0
exact_only,qwen2.5-coder-7b-instruct,mbpp_plus,cr,dcr,374,4,96,5,5,0.052083333333333336,0.052083333333333336,0.0,0,278,6,3,0.02158273381294964,0.01079136690647482,-0.01079136690647482,3,-1,2,3,0.008021390374331552
exact_only,qwen2.5-coder-7b-instruct,mbpp_plus,cpr,dcpr,374,4,96,5,5,0.052083333333333336,0.052083333333333336,0.0,0,278,8,3,0.02877697841726619,0.01079136690647482,-0.017985611510791366,5,-3,2,5,0.013368983957219251
exact_only,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,r,dr,1103,0,554,3,2,0.005415162454873646,0.0036101083032490976,-0.0018050541516245488,1,549,0,0,0.0,0.0,0.0,0,3,2,-1,-0.0009066183136899365
exact_only,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cr,dcr,1101,2,552,23,8,0.041666666666666664,0.014492753623188406,-0.02717391304347826,15,549,153,21,0.2786885245901639,0.03825136612021858,-0.24043715846994534,132,-130,-13,117,0.10626702997275204
exact_only,qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cpr,dcpr,1102,1,553,29,13,0.05244122965641953,0.023508137432188065,-0.028933092224231464,16,549,190,27,0.3460837887067395,0.04918032786885246,-0.29690346083788705,163,-161,-14,147,0.13339382940108893
exact_only,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,r,dr,157,3,20,0,0,0.0,0.0,0.0,0,137,0,0,0.0,0.0,0.0,0,0,0,0,0.0
exact_only,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cr,dcr,157,3,20,7,1,0.35,0.05,-0.3,6,137,12,3,0.08759124087591241,0.021897810218978103,-0.06569343065693431,9,-5,-2,3,0.01910828025477707
exact_only,qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cpr,dcpr,157,3,20,6,1,0.3,0.05,-0.25,5,137,16,2,0.11678832116788321,0.014598540145985401,-0.10218978102189781,14,-10,-1,9,0.05732484076433121
exact_only,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,r,dr,364,1,87,0,0,0.0,0.0,0.0,0,277,0,0,0.0,0.0,0.0,0,0,0,0,0.0
exact_only,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cr,dcr,362,3,85,9,2,0.10588235294117647,0.023529411764705882,-0.08235294117647059,7,277,42,2,0.15162454873646208,0.007220216606498195,-0.1444043321299639,40,-33,0,33,0.09116022099447514
exact_only,qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cpr,dcpr,362,3,85,8,0,0.09411764705882353,0.0,-0.09411764705882353,8,277,48,3,0.17328519855595667,0.010830324909747292,-0.1624548736462094,45,-40,-3,37,0.10220994475138122
