scope,model_id,benchmark_id,initial_success,critique_surface_label,plan_surface_label,cr_transition,cpr_transition,count
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,1
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,19
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,problem_or_other,change_or_other,,,1
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,60
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,regression,6
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,problem_or_other,change_or_other,regression,functional_preservation,3
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,problem_or_other,change_or_other,regression,regression,13
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,22
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,problem_or_other,explicit_no_change,functional_preservation,regression,1
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,1,problem_or_other,explicit_no_change,regression,regression,1
model_benchmark,deepseek-coder-v2-lite-instruct,humaneval_plus,,problem_or_other,change_or_other,,,1
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,14
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,0,problem_or_other,change_or_other,,unrepaired_failure,1
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,0,problem_or_other,change_or_other,repair,repair,4
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,0,problem_or_other,change_or_other,repair,unrepaired_failure,6
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,repair,1
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,61
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,0,problem_or_other,explicit_no_change,repair,unrepaired_failure,1
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,10
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,3
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,40
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,explicit_no_problem,explicit_no_change,regression,functional_preservation,1
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,98
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,regression,13
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,problem_or_other,change_or_other,regression,functional_preservation,7
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,problem_or_other,change_or_other,regression,regression,42
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,70
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,regression,regression,2
model_benchmark,deepseek-coder-v2-lite-instruct,mbpp_plus,,problem_or_other,change_or_other,,,4
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,explicit_no_problem,change_or_other,,,1
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,explicit_no_problem,change_or_other,repair,repair,4
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,explicit_no_problem,change_or_other,repair,unrepaired_failure,1
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,explicit_no_problem,change_or_other,unrepaired_failure,repair,1
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,explicit_no_problem,change_or_other,unrepaired_failure,unrepaired_failure,162
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,repair,repair,1
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,20
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,repair,13
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,unrepaired_failure,3
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,,2
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,repair,7
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,344
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,repair,repair,5
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,repair,unrepaired_failure,1
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,33
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,158
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,explicit_no_problem,change_or_other,functional_preservation,regression,7
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,explicit_no_problem,change_or_other,regression,functional_preservation,3
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,explicit_no_problem,change_or_other,regression,regression,18
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,37
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,functional_preservation,regression,3
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,regression,regression,1
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,,functional_preservation,1
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,167
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,regression,29
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,functional_preservation,7
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,regression,71
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,24
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,explicit_no_change,functional_preservation,regression,3
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,explicit_no_change,regression,functional_preservation,2
model_benchmark,devstral-small-2-24b-instruct,bigcodebench_instruct,1,problem_or_other,explicit_no_change,regression,regression,7
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,0,explicit_no_problem,change_or_other,unrepaired_failure,unrepaired_failure,6
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,2
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,0,problem_or_other,change_or_other,,unrepaired_failure,1
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,0,problem_or_other,change_or_other,repair,repair,7
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,7
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,73
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,explicit_no_problem,change_or_other,functional_preservation,regression,1
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,28
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,explicit_no_problem,explicit_no_change,regression,regression,1
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,18
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,regression,3
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,problem_or_other,change_or_other,regression,functional_preservation,1
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,problem_or_other,change_or_other,regression,regression,4
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,6
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,problem_or_other,explicit_no_change,regression,functional_preservation,1
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,1,problem_or_other,explicit_no_change,regression,regression,2
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,,explicit_no_problem,change_or_other,,,1
model_benchmark,devstral-small-2-24b-instruct,humaneval_plus,,explicit_no_problem,explicit_no_change,,,1
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,explicit_no_problem,change_or_other,repair,repair,1
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,explicit_no_problem,change_or_other,unrepaired_failure,unrepaired_failure,35
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,15
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,problem_or_other,change_or_other,repair,repair,8
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,problem_or_other,change_or_other,repair,unrepaired_failure,2
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,repair,1
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,35
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,problem_or_other,explicit_no_change,,,1
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,problem_or_other,explicit_no_change,repair,repair,1
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,12
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,166
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,explicit_no_problem,change_or_other,functional_preservation,regression,1
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,58
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,regression,1
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,11
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,regression,5
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,problem_or_other,change_or_other,regression,regression,11
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,7
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,functional_preservation,regression,1
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,1,problem_or_other,explicit_no_change,regression,regression,3
model_benchmark,devstral-small-2-24b-instruct,mbpp_plus,,problem_or_other,change_or_other,,,1
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,repair,unrepaired_failure,1
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,unrepaired_failure,repair,1
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,379
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,repair,10
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,unrepaired_failure,3
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,repair,3
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,169
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,1
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,455
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,regression,regression,1
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,84
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,regression,4
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,functional_preservation,1
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,regression,21
model_benchmark,gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,3
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,5
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,1
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,134
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,4
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,regression,2
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,1,problem_or_other,change_or_other,regression,functional_preservation,1
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,1,problem_or_other,change_or_other,regression,regression,3
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,10
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,1,problem_or_other,explicit_no_change,regression,functional_preservation,1
model_benchmark,gemma-4-31b-it-qat-w4a16,humaneval_plus,,explicit_no_problem,explicit_no_change,,,2
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,46
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,0,problem_or_other,change_or_other,,unrepaired_failure,1
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,0,problem_or_other,change_or_other,repair,repair,8
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,15
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,2
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,283
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,1,problem_or_other,change_or_other,,,1
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,10
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,regression,1
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,1,problem_or_other,change_or_other,regression,regression,5
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,3
model_benchmark,gemma-4-31b-it-qat-w4a16,mbpp_plus,,problem_or_other,change_or_other,,,1
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,33
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,repair,10
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,repair,unrepaired_failure,3
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,134
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,unrepaired_failure,,1
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,unrepaired_failure,repair,1
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,396
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,1
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,54
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,31
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,functional_preservation,regression,1
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,functional_preservation,3
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,1,problem_or_other,change_or_other,regression,regression,14
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,453
model_benchmark,qwen2.5-coder-14b-instruct,bigcodebench_instruct,1,problem_or_other,explicit_no_change,regression,regression,1
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,6
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,0,problem_or_other,change_or_other,repair,repair,2
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,0,problem_or_other,change_or_other,unrepaired_failure,repair,1
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,5
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,5
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,1
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,85
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,7
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,1,problem_or_other,change_or_other,regression,functional_preservation,1
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,1,problem_or_other,change_or_other,regression,regression,4
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,1,problem_or_other,explicit_no_change,functional_preservation,functional_preservation,44
model_benchmark,qwen2.5-coder-14b-instruct,humaneval_plus,,explicit_no_problem,explicit_no_change,,,2
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,0,explicit_no_problem,explicit_no_change,unrepaired_failure,unrepaired_failure,48
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,0,problem_or_other,change_or_other,repair,repair,9
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,0,problem_or_other,change_or_other,repair,unrepaired_failure,2
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,0,problem_or_other,change_or_other,unrepaired_failure,unrepaired_failure,17
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,0,problem_or_other,explicit_no_change,unrepaired_failure,unrepaired_failure,14
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,1,explicit_no_problem,change_or_other,functional_preservation,functional_preservation,2
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,1,explicit_no_problem,explicit_no_change,functional_preservation,functional_preservation,218
model_benchmark,qwen2.5-coder-14b-instruct,mbpp_plus,1,problem_or_other,change_or_other,functional_preservation,functional_preservation,10
