model_id,benchmark_id,protocol,transition,candidate_changed_normalized,candidate_changed_exact,count
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_cr,regression,true,true,2
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_cr,repair,true,true,2
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_cr,unrepaired_failure,false,false,21
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_cr,unrepaired_failure,true,true,11
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcpr,functional_preservation,false,false,124
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcpr,functional_preservation,true,true,1
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcpr,regression,true,true,1
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcpr,unrepaired_failure,false,false,31
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcpr,unrepaired_failure,true,true,3
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcr,functional_preservation,false,false,124
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcr,functional_preservation,true,true,1
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcr,regression,true,true,1
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcr,repair,true,true,1
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcr,unrepaired_failure,false,false,29
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dcr,unrepaired_failure,true,true,5
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dr,functional_preservation,false,false,125
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dr,functional_preservation,true,true,1
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dr,unrepaired_failure,false,false,31
deepseek-coder-v2-lite-instruct,humaneval_plus,sc_dr,unrepaired_failure,true,true,5
deepseek-coder-v2-lite-instruct,mbpp_plus,cpr,functional_preservation,false,false,144
deepseek-coder-v2-lite-instruct,mbpp_plus,cpr,functional_preservation,true,true,75
deepseek-coder-v2-lite-instruct,mbpp_plus,cpr,regression,true,true,57
deepseek-coder-v2-lite-instruct,mbpp_plus,cpr,repair,true,true,5
deepseek-coder-v2-lite-instruct,mbpp_plus,cpr,unrepaired_failure,false,false,37
deepseek-coder-v2-lite-instruct,mbpp_plus,cpr,unrepaired_failure,true,true,56
deepseek-coder-v2-lite-instruct,mbpp_plus,cr,functional_preservation,false,false,151
deepseek-coder-v2-lite-instruct,mbpp_plus,cr,functional_preservation,true,true,73
deepseek-coder-v2-lite-instruct,mbpp_plus,cr,regression,true,true,52
deepseek-coder-v2-lite-instruct,mbpp_plus,cr,repair,true,true,11
deepseek-coder-v2-lite-instruct,mbpp_plus,cr,unrepaired_failure,false,false,38
deepseek-coder-v2-lite-instruct,mbpp_plus,cr,unrepaired_failure,true,true,48
deepseek-coder-v2-lite-instruct,mbpp_plus,dcpr,functional_preservation,false,false,276
deepseek-coder-v2-lite-instruct,mbpp_plus,dcpr,unrepaired_failure,false,false,98
deepseek-coder-v2-lite-instruct,mbpp_plus,dcr,functional_preservation,false,false,276
deepseek-coder-v2-lite-instruct,mbpp_plus,dcr,unrepaired_failure,false,false,98
deepseek-coder-v2-lite-instruct,mbpp_plus,direct,functional_preservation,false,false,276
deepseek-coder-v2-lite-instruct,mbpp_plus,direct,unrepaired_failure,false,false,98
deepseek-coder-v2-lite-instruct,mbpp_plus,dr,functional_preservation,false,false,276
deepseek-coder-v2-lite-instruct,mbpp_plus,dr,unrepaired_failure,false,false,98
deepseek-coder-v2-lite-instruct,mbpp_plus,r,functional_preservation,false,false,268
deepseek-coder-v2-lite-instruct,mbpp_plus,r,functional_preservation,true,true,7
deepseek-coder-v2-lite-instruct,mbpp_plus,r,regression,true,true,1
deepseek-coder-v2-lite-instruct,mbpp_plus,r,repair,true,true,2
deepseek-coder-v2-lite-instruct,mbpp_plus,r,unrepaired_failure,false,false,89
deepseek-coder-v2-lite-instruct,mbpp_plus,r,unrepaired_failure,true,true,7
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cpr,functional_preservation,false,false,248
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cpr,functional_preservation,true,true,18
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cpr,regression,true,true,3
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cpr,repair,true,true,3
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cpr,unrepaired_failure,false,false,82
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cpr,unrepaired_failure,true,true,11
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cr,functional_preservation,false,false,233
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cr,functional_preservation,true,true,37
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cr,regression,true,true,6
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cr,repair,true,true,5
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cr,unrepaired_failure,false,false,75
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_cr,unrepaired_failure,true,true,18
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcpr,functional_preservation,false,false,263
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcpr,functional_preservation,true,true,4
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcpr,regression,true,true,3
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcpr,repair,true,true,2
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcpr,unrepaired_failure,false,false,81
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcpr,unrepaired_failure,true,true,9
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcr,functional_preservation,false,false,263
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcr,functional_preservation,true,true,5
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcr,regression,true,true,3
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcr,repair,true,true,3
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcr,unrepaired_failure,false,false,81
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dcr,unrepaired_failure,true,true,10
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dr,functional_preservation,false,false,269
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dr,functional_preservation,true,true,3
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dr,regression,true,true,4
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dr,repair,true,true,2
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dr,unrepaired_failure,false,false,84
deepseek-coder-v2-lite-instruct,mbpp_plus,sc_dr,unrepaired_failure,true,true,11
devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,functional_preservation,false,false,144
devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,functional_preservation,true,true,255
devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,regression,true,true,139
devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,repair,true,true,31
devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,unrepaired_failure,false,false,76
devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,unrepaired_failure,true,true,488
devstral-small-2-24b-instruct,bigcodebench_instruct,cr,functional_preservation,false,false,174
devstral-small-2-24b-instruct,bigcodebench_instruct,cr,functional_preservation,true,true,254
devstral-small-2-24b-instruct,bigcodebench_instruct,cr,regression,true,true,109
devstral-small-2-24b-instruct,bigcodebench_instruct,cr,repair,true,true,28
devstral-small-2-24b-instruct,bigcodebench_instruct,cr,unrepaired_failure,false,false,95
devstral-small-2-24b-instruct,bigcodebench_instruct,cr,unrepaired_failure,true,true,474
devstral-small-2-24b-instruct,bigcodebench_instruct,dcpr,functional_preservation,false,false,533
devstral-small-2-24b-instruct,bigcodebench_instruct,dcpr,functional_preservation,true,true,3
devstral-small-2-24b-instruct,bigcodebench_instruct,dcpr,regression,true,true,2
devstral-small-2-24b-instruct,bigcodebench_instruct,dcpr,repair,true,true,4
devstral-small-2-24b-instruct,bigcodebench_instruct,dcpr,unrepaired_failure,false,false,558
devstral-small-2-24b-instruct,bigcodebench_instruct,dcpr,unrepaired_failure,true,true,36
devstral-small-2-24b-instruct,bigcodebench_instruct,dcr,functional_preservation,false,false,533
devstral-small-2-24b-instruct,bigcodebench_instruct,dcr,functional_preservation,true,true,3
devstral-small-2-24b-instruct,bigcodebench_instruct,dcr,regression,true,true,2
devstral-small-2-24b-instruct,bigcodebench_instruct,dcr,repair,true,true,2
devstral-small-2-24b-instruct,bigcodebench_instruct,dcr,unrepaired_failure,false,false,558
devstral-small-2-24b-instruct,bigcodebench_instruct,dcr,unrepaired_failure,true,true,38
devstral-small-2-24b-instruct,bigcodebench_instruct,direct,functional_preservation,false,false,538
devstral-small-2-24b-instruct,bigcodebench_instruct,direct,unrepaired_failure,false,false,598
devstral-small-2-24b-instruct,bigcodebench_instruct,dr,functional_preservation,false,false,536
devstral-small-2-24b-instruct,bigcodebench_instruct,dr,functional_preservation,true,true,1
devstral-small-2-24b-instruct,bigcodebench_instruct,dr,regression,true,true,1
devstral-small-2-24b-instruct,bigcodebench_instruct,dr,repair,true,true,3
devstral-small-2-24b-instruct,bigcodebench_instruct,dr,unrepaired_failure,false,false,578
devstral-small-2-24b-instruct,bigcodebench_instruct,dr,unrepaired_failure,true,true,17
devstral-small-2-24b-instruct,bigcodebench_instruct,r,functional_preservation,false,false,483
devstral-small-2-24b-instruct,bigcodebench_instruct,r,functional_preservation,true,true,51
devstral-small-2-24b-instruct,bigcodebench_instruct,r,regression,true,true,4
devstral-small-2-24b-instruct,bigcodebench_instruct,r,repair,true,true,8
devstral-small-2-24b-instruct,bigcodebench_instruct,r,unrepaired_failure,false,false,500
devstral-small-2-24b-instruct,bigcodebench_instruct,r,unrepaired_failure,true,true,90
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cpr,functional_preservation,false,false,484
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cpr,functional_preservation,true,true,45
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cpr,regression,true,true,9
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cpr,repair,true,true,12
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cpr,unrepaired_failure,false,false,491
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cpr,unrepaired_failure,true,true,95
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cr,functional_preservation,false,false,485
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cr,functional_preservation,true,true,46
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cr,regression,true,true,7
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cr,repair,true,true,13
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cr,unrepaired_failure,false,false,498
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_cr,unrepaired_failure,true,true,87
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcpr,functional_preservation,false,false,472
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcpr,functional_preservation,true,true,51
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcpr,regression,true,true,15
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcpr,repair,true,true,15
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcpr,unrepaired_failure,false,false,445
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcpr,unrepaired_failure,true,true,137
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcr,functional_preservation,false,false,493
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcr,functional_preservation,true,true,37
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcr,regression,true,true,8
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcr,repair,true,true,12
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcr,unrepaired_failure,false,false,475
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dcr,unrepaired_failure,true,true,111
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dr,functional_preservation,false,false,501
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dr,functional_preservation,true,true,32
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dr,regression,true,true,5
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dr,repair,true,true,9
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dr,unrepaired_failure,false,false,511
devstral-small-2-24b-instruct,bigcodebench_instruct,sc_dr,unrepaired_failure,true,true,78
devstral-small-2-24b-instruct,humaneval_plus,cpr,functional_preservation,false,false,90
devstral-small-2-24b-instruct,humaneval_plus,cpr,functional_preservation,true,true,37
devstral-small-2-24b-instruct,humaneval_plus,cpr,regression,true,true,11
devstral-small-2-24b-instruct,humaneval_plus,cpr,repair,true,true,7
devstral-small-2-24b-instruct,humaneval_plus,cpr,unrepaired_failure,false,false,4
devstral-small-2-24b-instruct,humaneval_plus,cpr,unrepaired_failure,true,true,12
devstral-small-2-24b-instruct,humaneval_plus,cr,functional_preservation,false,false,109
devstral-small-2-24b-instruct,humaneval_plus,cr,functional_preservation,true,true,20
devstral-small-2-24b-instruct,humaneval_plus,cr,regression,true,true,9
devstral-small-2-24b-instruct,humaneval_plus,cr,repair,true,true,7
devstral-small-2-24b-instruct,humaneval_plus,cr,unrepaired_failure,false,false,6
devstral-small-2-24b-instruct,humaneval_plus,cr,unrepaired_failure,true,true,9
devstral-small-2-24b-instruct,humaneval_plus,dcpr,functional_preservation,false,false,133
devstral-small-2-24b-instruct,humaneval_plus,dcpr,functional_preservation,true,true,4
devstral-small-2-24b-instruct,humaneval_plus,dcpr,regression,true,true,1
devstral-small-2-24b-instruct,humaneval_plus,dcpr,repair,true,true,2
devstral-small-2-24b-instruct,humaneval_plus,dcpr,unrepaired_failure,false,false,17
devstral-small-2-24b-instruct,humaneval_plus,dcpr,unrepaired_failure,true,true,4
devstral-small-2-24b-instruct,humaneval_plus,dcr,functional_preservation,false,false,133
devstral-small-2-24b-instruct,humaneval_plus,dcr,functional_preservation,true,true,5
devstral-small-2-24b-instruct,humaneval_plus,dcr,repair,true,true,2
devstral-small-2-24b-instruct,humaneval_plus,dcr,unrepaired_failure,false,false,17
devstral-small-2-24b-instruct,humaneval_plus,dcr,unrepaired_failure,true,true,3
devstral-small-2-24b-instruct,humaneval_plus,direct,functional_preservation,false,false,138
devstral-small-2-24b-instruct,humaneval_plus,direct,unrepaired_failure,false,false,23
devstral-small-2-24b-instruct,humaneval_plus,dr,functional_preservation,false,false,136
devstral-small-2-24b-instruct,humaneval_plus,dr,functional_preservation,true,true,2
devstral-small-2-24b-instruct,humaneval_plus,dr,unrepaired_failure,false,false,21
devstral-small-2-24b-instruct,humaneval_plus,dr,unrepaired_failure,true,true,1
devstral-small-2-24b-instruct,humaneval_plus,r,functional_preservation,false,false,132
devstral-small-2-24b-instruct,humaneval_plus,r,functional_preservation,true,true,6
devstral-small-2-24b-instruct,humaneval_plus,r,repair,true,true,3
devstral-small-2-24b-instruct,humaneval_plus,r,unrepaired_failure,false,false,18
devstral-small-2-24b-instruct,humaneval_plus,r,unrepaired_failure,true,true,1
devstral-small-2-24b-instruct,humaneval_plus,sc_cpr,functional_preservation,false,false,131
devstral-small-2-24b-instruct,humaneval_plus,sc_cpr,functional_preservation,true,true,7
devstral-small-2-24b-instruct,humaneval_plus,sc_cpr,repair,true,true,3
devstral-small-2-24b-instruct,humaneval_plus,sc_cpr,unrepaired_failure,false,false,17
devstral-small-2-24b-instruct,humaneval_plus,sc_cpr,unrepaired_failure,true,true,3
devstral-small-2-24b-instruct,humaneval_plus,sc_cr,functional_preservation,false,false,134
devstral-small-2-24b-instruct,humaneval_plus,sc_cr,functional_preservation,true,true,4
devstral-small-2-24b-instruct,humaneval_plus,sc_cr,repair,true,true,3
devstral-small-2-24b-instruct,humaneval_plus,sc_cr,unrepaired_failure,false,false,18
devstral-small-2-24b-instruct,humaneval_plus,sc_cr,unrepaired_failure,true,true,2
devstral-small-2-24b-instruct,humaneval_plus,sc_dcpr,functional_preservation,false,false,127
devstral-small-2-24b-instruct,humaneval_plus,sc_dcpr,functional_preservation,true,true,6
devstral-small-2-24b-instruct,humaneval_plus,sc_dcpr,regression,true,true,3
devstral-small-2-24b-instruct,humaneval_plus,sc_dcpr,repair,true,true,4
devstral-small-2-24b-instruct,humaneval_plus,sc_dcpr,unrepaired_failure,false,false,13
devstral-small-2-24b-instruct,humaneval_plus,sc_dcpr,unrepaired_failure,true,true,5
devstral-small-2-24b-instruct,humaneval_plus,sc_dcr,functional_preservation,false,false,134
devstral-small-2-24b-instruct,humaneval_plus,sc_dcr,functional_preservation,true,true,4
devstral-small-2-24b-instruct,humaneval_plus,sc_dcr,repair,true,true,3
devstral-small-2-24b-instruct,humaneval_plus,sc_dcr,unrepaired_failure,false,false,14
devstral-small-2-24b-instruct,humaneval_plus,sc_dcr,unrepaired_failure,true,true,6
devstral-small-2-24b-instruct,humaneval_plus,sc_dr,functional_preservation,false,false,132
devstral-small-2-24b-instruct,humaneval_plus,sc_dr,functional_preservation,true,true,5
devstral-small-2-24b-instruct,humaneval_plus,sc_dr,regression,true,true,1
devstral-small-2-24b-instruct,humaneval_plus,sc_dr,repair,true,true,2
devstral-small-2-24b-instruct,humaneval_plus,sc_dr,unrepaired_failure,false,false,16
devstral-small-2-24b-instruct,humaneval_plus,sc_dr,unrepaired_failure,true,true,5
devstral-small-2-24b-instruct,mbpp_plus,cpr,functional_preservation,false,false,221
devstral-small-2-24b-instruct,mbpp_plus,cpr,functional_preservation,true,true,21
devstral-small-2-24b-instruct,mbpp_plus,cpr,regression,true,true,22
devstral-small-2-24b-instruct,mbpp_plus,cpr,repair,true,true,11
devstral-small-2-24b-instruct,mbpp_plus,cpr,unrepaired_failure,false,false,46
devstral-small-2-24b-instruct,mbpp_plus,cpr,unrepaired_failure,true,true,53
devstral-small-2-24b-instruct,mbpp_plus,cr,functional_preservation,false,false,234
devstral-small-2-24b-instruct,mbpp_plus,cr,functional_preservation,true,true,16
devstral-small-2-24b-instruct,mbpp_plus,cr,regression,true,true,14
devstral-small-2-24b-instruct,mbpp_plus,cr,repair,true,true,12
devstral-small-2-24b-instruct,mbpp_plus,cr,unrepaired_failure,false,false,56
devstral-small-2-24b-instruct,mbpp_plus,cr,unrepaired_failure,true,true,42
devstral-small-2-24b-instruct,mbpp_plus,dcpr,functional_preservation,false,false,262
devstral-small-2-24b-instruct,mbpp_plus,dcpr,regression,true,true,2
devstral-small-2-24b-instruct,mbpp_plus,dcpr,repair,true,true,4
devstral-small-2-24b-instruct,mbpp_plus,dcpr,unrepaired_failure,false,false,93
devstral-small-2-24b-instruct,mbpp_plus,dcpr,unrepaired_failure,true,true,13
devstral-small-2-24b-instruct,mbpp_plus,dcr,functional_preservation,false,false,263
devstral-small-2-24b-instruct,mbpp_plus,dcr,regression,true,true,1
devstral-small-2-24b-instruct,mbpp_plus,dcr,repair,true,true,4
devstral-small-2-24b-instruct,mbpp_plus,dcr,unrepaired_failure,false,false,95
devstral-small-2-24b-instruct,mbpp_plus,dcr,unrepaired_failure,true,true,11
devstral-small-2-24b-instruct,mbpp_plus,direct,functional_preservation,false,false,264
