model_id,benchmark_id,protocol,total_rows,determinate_final,pass,fail,pass_rate,success_measure,malformed_candidate,paired_initial_final,initial_pass_rate_on_paired,refinement_gain,timeout,evaluation_failure,missing_or_other
qwen2.5-coder-7b-instruct,mbpp_plus,r,378,375,279,96,0.744,end_to_end_success,0,375,0.7413333333333333,0.0026666666666666666,3,0,0
qwen2.5-coder-7b-instruct,mbpp_plus,cr,378,374,277,97,0.7406417112299465,end_to_end_success,0,374,0.7433155080213903,-0.00267379679144385,4,0,0
qwen2.5-coder-7b-instruct,mbpp_plus,cpr,378,374,275,99,0.7352941176470589,end_to_end_success,0,374,0.7433155080213903,-0.008021390374331552,4,0,0
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,direct,1136,1136,562,574,0.49471830985915494,end_to_end_success,1,1135,0.4951541850220264,0.0,0,0,0
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,r,1136,1136,566,570,0.4982394366197183,end_to_end_success,1,1135,0.4951541850220264,0.003524229074889868,0,0,0
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cr,1136,1135,429,706,0.37797356828193834,end_to_end_success,2,1133,0.4960282436010591,-0.11738746690203,1,0,0
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cpr,1136,1135,398,737,0.35066079295154184,end_to_end_success,1,1134,0.49559082892416223,-0.14462081128747795,1,0,0
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,direct,163,161,138,23,0.8571428571428571,end_to_end_success,2,159,0.8679245283018868,0.0,2,0,0
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,r,163,160,138,22,0.8625,end_to_end_success,2,158,0.8734177215189873,0.0,3,0,0
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cr,163,161,133,28,0.8260869565217391,end_to_end_success,2,158,0.8734177215189873,-0.03164556962025317,2,0,0
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cpr,163,161,127,34,0.7888198757763976,end_to_end_success,2,158,0.8734177215189873,-0.06962025316455696,2,0,0
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,direct,378,377,287,90,0.7612732095490716,end_to_end_success,0,377,0.7612732095490716,0.0,1,0,0
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,r,378,377,287,90,0.7612732095490716,end_to_end_success,0,377,0.7612732095490716,0.0,1,0,0
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cr,378,376,252,124,0.6702127659574468,end_to_end_success,1,374,0.767379679144385,-0.09358288770053476,2,0,0
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cpr,378,376,245,131,0.651595744680851,end_to_end_success,0,375,0.7653333333333333,-0.112,2,0,0
