model_id,benchmark_id,multi_call_protocol,single_call_protocol,lhs_protocol,rhs_protocol,total_tasks,paired_complete,excluded,excluded_reasons,paired_difference,bootstrap_ci_low,bootstrap_ci_high,improved,worsened,unchanged,mcnemar_exact_two_sided_p,lhs_pass_rate,rhs_pass_rate
deepseek-coder-v2-lite-instruct,mbpp_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,378,374,4,"{""indeterminate_functional_outcome"":4}",-0.01871657754010695,-0.0374331550802139,-0.00267379679144385,2,9,363,0.0654296875,0.7379679144385026,0.7192513368983957
devstral-small-2-24b-instruct,bigcodebench_instruct,cr,sc_cr,cr,sc_cr,1136,1134,2,"{""indeterminate_functional_outcome"":2}",0.07671957671957672,0.05731922398589065,0.09611992945326278,111,24,999,1.432322294872245e-14,0.4021164021164021,0.47883597883597884
devstral-small-2-24b-instruct,bigcodebench_instruct,cpr,sc_cpr,cpr,sc_cpr,1136,1133,3,"{""indeterminate_functional_outcome"":3}",0.09796999117387467,0.07678729037952339,0.12003530450132392,140,29,964,1.2035948266494435e-18,0.3795233892321271,0.47749338040600176
devstral-small-2-24b-instruct,bigcodebench_instruct,dr,sc_dr,dr,sc_dr,1136,1136,0,{},0.0017605633802816902,-0.0044014084507042256,0.007922535211267605,7,5,1124,0.7744140625,0.4753521126760563,0.477112676056338
devstral-small-2-24b-instruct,bigcodebench_instruct,dcr,sc_dcr,dcr,sc_dcr,1136,1136,0,{},0.0035211267605633804,-0.0044014084507042256,0.011443661971830986,12,8,1116,0.5034446716308594,0.4735915492957746,0.477112676056338
devstral-small-2-24b-instruct,bigcodebench_instruct,dcpr,sc_dcpr,dcpr,sc_dcpr,1136,1135,1,"{""indeterminate_functional_outcome"":1}",-0.001762114537444934,-0.01145374449339207,0.007929515418502203,15,17,1103,0.860050065908581,0.47577092511013214,0.47400881057268723
devstral-small-2-24b-instruct,humaneval_plus,cr,sc_cr,cr,sc_cr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.031055900621118012,-0.018633540372670808,0.08074534161490683,11,6,144,0.332305908203125,0.84472049689441,0.8757763975155279
devstral-small-2-24b-instruct,humaneval_plus,cpr,sc_cpr,cpr,sc_cpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.043478260869565216,-0.006211180124223602,0.09937888198757763,13,6,142,0.1670684814453125,0.8322981366459627,0.8757763975155279
devstral-small-2-24b-instruct,humaneval_plus,dr,sc_dr,dr,sc_dr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.006211180124223602,-0.012422360248447204,0.031055900621118012,2,1,158,1.0,0.8571428571428571,0.8633540372670807
devstral-small-2-24b-instruct,humaneval_plus,dcr,sc_dcr,dcr,sc_dcr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.006211180124223602,-0.012422360248447204,0.024844720496894408,2,1,158,1.0,0.8695652173913043,0.8757763975155279
devstral-small-2-24b-instruct,humaneval_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,163,161,2,"{""indeterminate_functional_outcome"":2}",-0.012422360248447204,-0.049689440993788817,0.024844720496894408,4,6,151,0.75390625,0.8633540372670807,0.8509316770186336
devstral-small-2-24b-instruct,mbpp_plus,cr,sc_cr,cr,sc_cr,378,376,2,"{""indeterminate_functional_outcome"":2}",0.007978723404255319,-0.015957446808510637,0.031914893617021274,12,9,355,0.6636238098144531,0.6968085106382979,0.7047872340425532
devstral-small-2-24b-instruct,mbpp_plus,cpr,sc_cpr,cpr,sc_cpr,378,376,2,"{""indeterminate_functional_outcome"":2}",0.02925531914893617,0.0026595744680851063,0.05585106382978723,19,8,349,0.052238985896110535,0.6728723404255319,0.7021276595744681
devstral-small-2-24b-instruct,mbpp_plus,dr,sc_dr,dr,sc_dr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.005305039787798408,-0.010610079575596816,0.021220159151193633,5,3,369,0.7265625,0.7002652519893899,0.7055702917771883
devstral-small-2-24b-instruct,mbpp_plus,dcr,sc_dcr,dcr,sc_dcr,378,376,2,"{""indeterminate_functional_outcome"":2}",-0.010638297872340425,-0.02925531914893617,0.007978723404255319,4,8,364,0.3876953125,0.7101063829787234,0.699468085106383
devstral-small-2-24b-instruct,mbpp_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,378,376,2,"{""indeterminate_functional_outcome"":2}",-0.005319148936170213,-0.026595744680851064,0.015957446808510637,7,9,360,0.803619384765625,0.7074468085106383,0.7021276595744681
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cr,sc_cr,cr,sc_cr,1136,1136,0,{},0.008802816901408451,-0.0008802816901408451,0.018485915492957746,21,11,1104,0.11018416518345475,0.49295774647887325,0.5017605633802817
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cpr,sc_cpr,cpr,sc_cpr,1136,1136,0,{},0.013204225352112676,0.002640845070422535,0.023767605633802816,25,10,1101,0.01667384780012071,0.4903169014084507,0.5035211267605634
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,dr,sc_dr,dr,sc_dr,1136,1136,0,{},0.002640845070422535,-0.0008802816901408451,0.007042253521126761,4,1,1131,0.375,0.5008802816901409,0.5035211267605634
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,dcr,sc_dcr,dcr,sc_dcr,1136,1136,0,{},0.006161971830985915,-0.0008802816901408451,0.014084507042253521,13,6,1117,0.1670684814453125,0.49559859154929575,0.5017605633802817
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,dcpr,sc_dcpr,dcpr,sc_dcpr,1136,1136,0,{},0.01232394366197183,0.00528169014084507,0.020246478873239437,16,2,1118,0.001312255859375,0.49295774647887325,0.5052816901408451
gemma-4-31b-it-qat-w4a16,humaneval_plus,cr,sc_cr,cr,sc_cr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.024844720496894408,0.0,0.055900621118012424,5,1,155,0.21875,0.937888198757764,0.9627329192546584
gemma-4-31b-it-qat-w4a16,humaneval_plus,cpr,sc_cpr,cpr,sc_cpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.024844720496894408,-0.006211180124223602,0.055900621118012424,5,1,155,0.21875,0.937888198757764,0.9627329192546584
gemma-4-31b-it-qat-w4a16,humaneval_plus,dr,sc_dr,dr,sc_dr,163,161,2,"{""indeterminate_functional_outcome"":2}",-0.006211180124223602,-0.018633540372670808,0.0,0,1,160,1.0,0.968944099378882,0.9627329192546584
gemma-4-31b-it-qat-w4a16,humaneval_plus,dcr,sc_dcr,dcr,sc_dcr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.006211180124223602,-0.012422360248447204,0.031055900621118012,2,1,158,1.0,0.9565217391304348,0.9627329192546584
gemma-4-31b-it-qat-w4a16,humaneval_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.006211180124223602,-0.012422360248447204,0.031055900621118012,2,1,158,1.0,0.9565217391304348,0.9627329192546584
gemma-4-31b-it-qat-w4a16,mbpp_plus,cr,sc_cr,cr,sc_cr,378,378,0,{},0.005291005291005291,-0.010582010582010581,0.021164021164021163,6,4,368,0.75390625,0.8068783068783069,0.8121693121693122
gemma-4-31b-it-qat-w4a16,mbpp_plus,cpr,sc_cpr,cpr,sc_cpr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.007957559681697613,-0.007957559681697613,0.026525198938992044,7,4,366,0.548828125,0.8063660477453581,0.8143236074270557
gemma-4-31b-it-qat-w4a16,mbpp_plus,dr,sc_dr,dr,sc_dr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.005305039787798408,0.0,0.013262599469496022,2,0,375,0.5,0.8143236074270557,0.8196286472148541
gemma-4-31b-it-qat-w4a16,mbpp_plus,dcr,sc_dcr,dcr,sc_dcr,378,378,0,{},0.0,-0.010582010582010581,0.010582010582010581,2,2,374,1.0,0.8121693121693122,0.8121693121693122
gemma-4-31b-it-qat-w4a16,mbpp_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.0,-0.013262599469496022,0.013262599469496022,3,3,371,1.0,0.8143236074270557,0.8143236074270557
qwen2.5-coder-14b-instruct,bigcodebench_instruct,cr,sc_cr,cr,sc_cr,1136,1136,0,{},0.007042253521126761,-0.002640845070422535,0.017605633802816902,22,14,1100,0.2429849540349096,0.4867957746478873,0.49383802816901406
qwen2.5-coder-14b-instruct,bigcodebench_instruct,cpr,sc_cpr,cpr,sc_cpr,1136,1135,1,"{""indeterminate_functional_outcome"":1}",0.007048458149779736,-0.0026431718061674008,0.016740088105726872,20,12,1103,0.21532714972272515,0.48722466960352423,0.49427312775330395
qwen2.5-coder-14b-instruct,bigcodebench_instruct,dr,sc_dr,dr,sc_dr,1136,1136,0,{},0.0008802816901408451,-0.0017605633802816902,0.0044014084507042256,2,1,1133,1.0,0.4920774647887324,0.49295774647887325
qwen2.5-coder-14b-instruct,bigcodebench_instruct,dcr,sc_dcr,dcr,sc_dcr,1136,1136,0,{},-0.0008802816901408451,-0.006161971830985915,0.0044014084507042256,4,5,1127,1.0,0.49471830985915494,0.49383802816901406
qwen2.5-coder-14b-instruct,bigcodebench_instruct,dcpr,sc_dcpr,dcpr,sc_dcpr,1136,1136,0,{},-0.0017605633802816902,-0.007042253521126761,0.0035211267605633804,4,6,1126,0.75390625,0.49471830985915494,0.49295774647887325
qwen2.5-coder-14b-instruct,humaneval_plus,cr,sc_cr,cr,sc_cr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.012422360248447204,-0.018633540372670808,0.043478260869565216,4,2,155,0.6875,0.8633540372670807,0.8757763975155279
qwen2.5-coder-14b-instruct,humaneval_plus,cpr,sc_cpr,cpr,sc_cpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.012422360248447204,-0.018633540372670808,0.043478260869565216,4,2,155,0.6875,0.8757763975155279,0.8881987577639752
qwen2.5-coder-14b-instruct,humaneval_plus,dr,sc_dr,dr,sc_dr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.006211180124223602,0.0,0.018633540372670808,1,0,160,1.0,0.8881987577639752,0.8944099378881988
qwen2.5-coder-14b-instruct,humaneval_plus,dcr,sc_dcr,dcr,sc_dcr,163,161,2,"{""indeterminate_functional_outcome"":2}",-0.006211180124223602,-0.024844720496894408,0.012422360248447204,1,2,158,1.0,0.8944099378881988,0.8881987577639752
qwen2.5-coder-14b-instruct,humaneval_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,163,161,2,"{""indeterminate_functional_outcome"":2}",-0.012422360248447204,-0.037267080745341616,0.012422360248447204,1,3,157,0.625,0.9006211180124224,0.8881987577639752
qwen2.5-coder-14b-instruct,mbpp_plus,cr,sc_cr,cr,sc_cr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.010610079575596816,-0.010610079575596816,0.03183023872679045,11,7,359,0.480682373046875,0.7692307692307693,0.7798408488063661
qwen2.5-coder-14b-instruct,mbpp_plus,cpr,sc_cpr,cpr,sc_cpr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.013262599469496022,-0.007957559681697613,0.034482758620689655,10,5,362,0.3017578125,0.7639257294429708,0.7771883289124668
qwen2.5-coder-14b-instruct,mbpp_plus,dr,sc_dr,dr,sc_dr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.002652519893899204,-0.005305039787798408,0.013262599469496022,2,1,374,1.0,0.7692307692307693,0.7718832891246684
qwen2.5-coder-14b-instruct,mbpp_plus,dcr,sc_dcr,dcr,sc_dcr,378,377,1,"{""indeterminate_functional_outcome"":1}",-0.01856763925729443,-0.034482758620689655,-0.005305039787798408,1,8,368,0.0390625,0.7851458885941645,0.76657824933687
qwen2.5-coder-14b-instruct,mbpp_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,378,377,1,"{""indeterminate_functional_outcome"":1}",-0.005305039787798408,-0.01856763925729443,0.007957559681697613,2,4,371,0.6875,0.7798408488063661,0.7745358090185677
qwen2.5-coder-7b-instruct,bigcodebench_instruct,cr,sc_cr,cr,sc_cr,1136,1136,0,{},0.002640845070422535,-0.008802816901408451,0.014084507042253521,24,21,1091,0.765991824244793,0.4154929577464789,0.41813380281690143
qwen2.5-coder-7b-instruct,bigcodebench_instruct,cpr,sc_cpr,cpr,sc_cpr,1136,1136,0,{},0.006161971830985915,-0.0044014084507042256,0.016725352112676055,21,14,1101,0.31050465907901525,0.4137323943661972,0.4198943661971831
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dr,sc_dr,dr,sc_dr,1136,1136,0,{},0.002640845070422535,-0.002640845070422535,0.008802816901408451,7,4,1125,0.548828125,0.414612676056338,0.41725352112676056
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dcr,sc_dcr,dcr,sc_dcr,1136,1136,0,{},0.002640845070422535,-0.0044014084507042256,0.009683098591549295,11,8,1117,0.6476058959960938,0.4154929577464789,0.41813380281690143
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dcpr,sc_dcpr,dcpr,sc_dcpr,1136,1136,0,{},0.0,-0.008802816901408451,0.008802816901408451,12,12,1112,1.0,0.414612676056338,0.414612676056338
qwen2.5-coder-7b-instruct,humaneval_plus,cr,sc_cr,cr,sc_cr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.024844720496894408,-0.012422360248447204,0.062111801242236024,7,3,151,0.34375,0.8385093167701864,0.8633540372670807
qwen2.5-coder-7b-instruct,humaneval_plus,cpr,sc_cpr,cpr,sc_cpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.024844720496894408,-0.006211180124223602,0.062111801242236024,6,2,153,0.2890625,0.8385093167701864,0.8633540372670807
qwen2.5-coder-7b-instruct,humaneval_plus,dr,sc_dr,dr,sc_dr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.0,0.0,0.0,0,0,161,,0.8757763975155279,0.8757763975155279
qwen2.5-coder-7b-instruct,humaneval_plus,dcr,sc_dcr,dcr,sc_dcr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.0,-0.024844720496894408,0.024844720496894408,2,2,157,1.0,0.8695652173913043,0.8695652173913043
qwen2.5-coder-7b-instruct,humaneval_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.0,0.0,0.0,0,0,161,,0.8695652173913043,0.8695652173913043
qwen2.5-coder-7b-instruct,mbpp_plus,cr,sc_cr,cr,sc_cr,378,374,4,"{""indeterminate_functional_outcome"":4}",0.0,-0.016042780748663103,0.016042780748663103,5,5,364,1.0,0.7406417112299465,0.7406417112299465
qwen2.5-coder-7b-instruct,mbpp_plus,cpr,sc_cpr,cpr,sc_cpr,378,374,4,"{""indeterminate_functional_outcome"":4}",0.0053475935828877,-0.013368983957219251,0.02406417112299465,7,5,362,0.7744140625,0.7352941176470589,0.7406417112299465
qwen2.5-coder-7b-instruct,mbpp_plus,dr,sc_dr,dr,sc_dr,378,375,3,"{""indeterminate_functional_outcome"":3}",0.0,-0.008,0.008,1,1,373,1.0,0.744,0.744
qwen2.5-coder-7b-instruct,mbpp_plus,dcr,sc_dcr,dcr,sc_dcr,378,375,3,"{""indeterminate_functional_outcome"":3}",0.0,-0.010666666666666666,0.010666666666666666,2,2,371,1.0,0.7466666666666667,0.7466666666666667
qwen2.5-coder-7b-instruct,mbpp_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,378,373,5,"{""indeterminate_functional_outcome"":5}",-0.00804289544235925,-0.021447721179624665,0.002680965147453083,1,4,368,0.375,0.7506702412868632,0.7426273458445041
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cr,sc_cr,cr,sc_cr,1136,1135,1,"{""indeterminate_functional_outcome"":1}",0.11894273127753303,0.09691629955947137,0.14185022026431718,159,24,952,1.2694698671261403e-25,0.37797356828193834,0.49691629955947136
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cpr,sc_cpr,cpr,sc_cpr,1136,1135,1,"{""indeterminate_functional_outcome"":1}",0.14537444933920704,0.12158590308370044,0.17004405286343613,195,30,910,8.01250676061875e-31,0.35066079295154184,0.4960352422907489
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dr,sc_dr,dr,sc_dr,1136,1136,0,{},-0.0035211267605633804,-0.007922535211267605,0.0008802816901408451,1,5,1130,0.21875,0.49735915492957744,0.49383802816901406
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dcr,sc_dcr,dcr,sc_dcr,1136,1135,1,"{""indeterminate_functional_outcome"":1}",0.014977973568281937,0.004405286343612335,0.02555066079295154,28,11,1096,0.009475304279476404,0.4801762114537445,0.4951541850220264
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dcpr,sc_dcpr,dcpr,sc_dcpr,1136,1135,1,"{""indeterminate_functional_outcome"":1}",0.0052863436123348016,-0.007929515418502203,0.018502202643171806,31,25,1079,0.5044037600228256,0.479295154185022,0.4845814977973568
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cr,sc_cr,cr,sc_cr,163,161,2,"{""indeterminate_functional_outcome"":2}",0.037267080745341616,-0.012422360248447204,0.08695652173913043,12,6,143,0.237884521484375,0.8260869565217391,0.8633540372670807
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cpr,sc_cpr,cpr,sc_cpr,163,160,3,"{""indeterminate_functional_outcome"":3}",0.05625,0.0,0.1125,16,7,137,0.0931396484375,0.79375,0.85
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dr,sc_dr,dr,sc_dr,163,160,3,"{""indeterminate_functional_outcome"":3}",0.0,0.0,0.0,0,0,160,,0.8625,0.8625
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dcr,sc_dcr,dcr,sc_dcr,163,160,3,"{""indeterminate_functional_outcome"":3}",0.0,-0.03125,0.03125,3,3,154,1.0,0.85,0.85
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,163,160,3,"{""indeterminate_functional_outcome"":3}",0.00625,-0.025,0.0375,4,3,153,1.0,0.85,0.85625
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cr,sc_cr,cr,sc_cr,378,375,3,"{""indeterminate_functional_outcome"":3}",0.08533333333333333,0.048,0.12266666666666666,42,10,323,9.063271916964766e-06,0.672,0.7573333333333333
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cpr,sc_cpr,cpr,sc_cpr,378,376,2,"{""indeterminate_functional_outcome"":2}",0.09308510638297872,0.05319148936170213,0.13297872340425532,49,14,313,1.112302300044902e-05,0.651595744680851,0.7446808510638298
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dr,sc_dr,dr,sc_dr,378,377,1,"{""indeterminate_functional_outcome"":1}",-0.005305039787798408,-0.015915119363395226,0.005305039787798408,1,3,373,0.625,0.7612732095490716,0.7559681697612732
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dcr,sc_dcr,dcr,sc_dcr,378,375,3,"{""indeterminate_functional_outcome"":3}",-0.018666666666666668,-0.04,0.0,4,11,360,0.11846923828125,0.76,0.7413333333333333
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dcpr,sc_dcpr,dcpr,sc_dcpr,378,377,1,"{""indeterminate_functional_outcome"":1}",0.005305039787798408,-0.010610079575596816,0.021220159151193633,6,4,367,0.75390625,0.7480106100795756,0.753315649867374
