model_id,benchmark_id,protocol,total_tasks,common_complete_tasks,excluded_tasks,correct,end_to_end_tokens,pareto_efficient,dominated_by
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,cpr,1136,1136,0,557,3917451,false,"[""direct"",""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,dr,1136,1136,0,569,1679712,false,"[""direct""]"
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,dcr,1136,1136,0,563,1901789,false,"[""direct"",""dr""]"
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,dcpr,1136,1136,0,560,2096000,false,"[""direct"",""r"",""dr"",""dcr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,sc_cr,1136,1136,0,570,1982999,false,"[""r""]"
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,sc_cpr,1136,1136,0,572,1992714,false,"[""r""]"
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,sc_dr,1136,1136,0,572,2008864,false,"[""r"",""sc_cpr""]"
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,sc_dcr,1136,1136,0,570,2028885,false,"[""r"",""sc_cr"",""sc_cpr"",""sc_dr""]"
gemma-4-31b-it-qat-w4a16,bigcodebench_instruct,sc_dcpr,1136,1136,0,574,2041276,false,"[""r""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,direct,163,161,2,156,82673,true,[]
gemma-4-31b-it-qat-w4a16,humaneval_plus,r,163,161,2,155,212504,false,"[""direct"",""dr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,cr,163,161,2,151,336077,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,cpr,163,161,2,151,425868,false,"[""direct"",""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,dr,163,161,2,156,176704,false,"[""direct""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,dcr,163,161,2,154,196820,false,"[""direct"",""dr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,dcpr,163,161,2,154,208292,false,"[""direct"",""dr"",""dcr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,sc_cr,163,161,2,155,215603,false,"[""direct"",""r"",""dr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,sc_cpr,163,161,2,155,218022,false,"[""direct"",""r"",""dr"",""sc_cr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,sc_dr,163,161,2,155,219687,false,"[""direct"",""r"",""dr"",""sc_cr"",""sc_cpr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,sc_dcr,163,161,2,155,222634,false,"[""direct"",""r"",""dr"",""sc_cr"",""sc_cpr"",""sc_dr""]"
gemma-4-31b-it-qat-w4a16,humaneval_plus,sc_dcpr,163,161,2,155,223781,false,"[""direct"",""r"",""dr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,direct,378,375,3,303,147931,true,[]
gemma-4-31b-it-qat-w4a16,mbpp_plus,r,378,375,3,307,382535,false,"[""dr"",""dcr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,cr,378,375,3,305,605795,false,"[""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,cpr,378,375,3,304,766391,false,"[""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,dr,378,375,3,307,317246,true,[]
gemma-4-31b-it-qat-w4a16,mbpp_plus,dcr,378,375,3,307,360286,false,"[""dr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,dcpr,378,375,3,307,386948,false,"[""r"",""dr"",""dcr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,sc_cr,378,375,3,307,395744,false,"[""r"",""dr"",""dcr"",""dcpr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,sc_cpr,378,375,3,307,397141,false,"[""r"",""dr"",""dcr"",""dcpr"",""sc_cr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,sc_dr,378,375,3,309,405168,true,[]
gemma-4-31b-it-qat-w4a16,mbpp_plus,sc_dcr,378,375,3,307,412021,false,"[""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr""]"
gemma-4-31b-it-qat-w4a16,mbpp_plus,sc_dcpr,378,375,3,307,415203,false,"[""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,direct,1136,1135,1,558,547755,true,[]
qwen2.5-coder-14b-instruct,bigcodebench_instruct,r,1136,1135,1,559,1365968,false,"[""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,cr,1136,1135,1,553,2200284,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,cpr,1136,1135,1,553,2896118,false,"[""direct"",""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,dr,1136,1135,1,559,1129762,true,[]
qwen2.5-coder-14b-instruct,bigcodebench_instruct,dcr,1136,1135,1,562,1213234,true,[]
qwen2.5-coder-14b-instruct,bigcodebench_instruct,dcpr,1136,1135,1,562,1286613,false,"[""dcr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_cr,1136,1135,1,561,1389304,false,"[""dcr"",""dcpr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_cpr,1136,1135,1,561,1401473,false,"[""dcr"",""dcpr"",""sc_cr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_dr,1136,1135,1,560,1420094,false,"[""dcr"",""dcpr"",""sc_cr"",""sc_cpr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_dcr,1136,1135,1,561,1436580,false,"[""dcr"",""dcpr"",""sc_cr"",""sc_cpr""]"
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_dcpr,1136,1135,1,560,1447193,false,"[""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr""]"
qwen2.5-coder-14b-instruct,humaneval_plus,direct,163,161,2,142,71366,true,[]
qwen2.5-coder-14b-instruct,humaneval_plus,r,163,161,2,142,177273,false,"[""direct"",""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-14b-instruct,humaneval_plus,cr,163,161,2,139,280420,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-14b-instruct,humaneval_plus,cpr,163,161,2,141,367271,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-14b-instruct,humaneval_plus,dr,163,161,2,143,146991,true,[]
qwen2.5-coder-14b-instruct,humaneval_plus,dcr,163,161,2,144,157921,true,[]
qwen2.5-coder-14b-instruct,humaneval_plus,dcpr,163,161,2,145,167782,true,[]
qwen2.5-coder-14b-instruct,humaneval_plus,sc_cr,163,161,2,141,180442,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-14b-instruct,humaneval_plus,sc_cpr,163,161,2,143,182651,false,"[""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-14b-instruct,humaneval_plus,sc_dr,163,161,2,144,184946,false,"[""dcr"",""dcpr""]"
qwen2.5-coder-14b-instruct,humaneval_plus,sc_dcr,163,161,2,143,187269,false,"[""dr"",""dcr"",""dcpr"",""sc_cpr"",""sc_dr""]"
qwen2.5-coder-14b-instruct,humaneval_plus,sc_dcpr,163,161,2,143,188856,false,"[""dr"",""dcr"",""dcpr"",""sc_cpr"",""sc_dr"",""sc_dcr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,direct,378,377,1,287,108889,true,[]
qwen2.5-coder-14b-instruct,mbpp_plus,r,378,377,1,290,271741,false,"[""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,cr,378,377,1,290,467365,false,"[""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcpr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,cpr,378,377,1,288,606482,false,"[""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,dr,378,377,1,290,219824,true,[]
qwen2.5-coder-14b-instruct,mbpp_plus,dcr,378,377,1,296,235877,true,[]
qwen2.5-coder-14b-instruct,mbpp_plus,dcpr,378,377,1,294,250070,false,"[""dcr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,sc_cr,378,377,1,294,279040,false,"[""dcr"",""dcpr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,sc_cpr,378,377,1,293,283152,false,"[""dcr"",""dcpr"",""sc_cr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,sc_dr,378,377,1,291,289623,false,"[""dcr"",""dcpr"",""sc_cr"",""sc_cpr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,sc_dcr,378,377,1,289,294896,false,"[""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr""]"
qwen2.5-coder-14b-instruct,mbpp_plus,sc_dcpr,378,377,1,292,298503,false,"[""dcr"",""dcpr"",""sc_cr"",""sc_cpr""]"
qwen2.5-coder-7b-instruct,bigcodebench_instruct,direct,1136,1136,0,466,513602,true,[]
qwen2.5-coder-7b-instruct,bigcodebench_instruct,r,1136,1136,0,477,1265553,true,[]
qwen2.5-coder-7b-instruct,bigcodebench_instruct,cr,1136,1136,0,472,2168251,false,"[""r"",""dcr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr""]"
qwen2.5-coder-7b-instruct,bigcodebench_instruct,cpr,1136,1136,0,470,2871748,false,"[""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dr,1136,1136,0,471,1051582,true,[]
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dcr,1136,1136,0,472,1142731,true,[]
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dcpr,1136,1136,0,471,1209120,false,"[""dr"",""dcr""]"
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_cr,1136,1136,0,475,1287598,false,"[""r""]"
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_cpr,1136,1136,0,477,1299843,false,"[""r""]"
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_dr,1136,1136,0,474,1318852,false,"[""r"",""sc_cr"",""sc_cpr""]"
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_dcr,1136,1136,0,475,1336268,false,"[""r"",""sc_cr"",""sc_cpr""]"
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_dcpr,1136,1136,0,471,1367451,false,"[""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,direct,163,161,2,140,65193,true,[]
qwen2.5-coder-7b-instruct,humaneval_plus,r,163,161,2,140,159395,false,"[""direct"",""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,cr,163,161,2,135,254480,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,cpr,163,161,2,135,332799,false,"[""direct"",""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,dr,163,161,2,141,129922,true,[]
qwen2.5-coder-7b-instruct,humaneval_plus,dcr,163,161,2,140,134214,false,"[""direct"",""dr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,dcpr,163,161,2,140,138500,false,"[""direct"",""dr"",""dcr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,sc_cr,163,161,2,139,162271,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,sc_cpr,163,161,2,139,163999,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,sc_dr,163,161,2,141,166741,false,"[""dr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,sc_dcr,163,161,2,140,169558,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_dr""]"
qwen2.5-coder-7b-instruct,humaneval_plus,sc_dcpr,163,161,2,140,172155,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_dr"",""sc_dcr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,direct,378,373,5,278,105395,true,[]
qwen2.5-coder-7b-instruct,mbpp_plus,r,378,373,5,279,261827,false,"[""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,cr,378,373,5,277,430616,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,cpr,378,373,5,275,560892,false,"[""direct"",""r"",""cr"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,dr,378,373,5,279,213504,true,[]
qwen2.5-coder-7b-instruct,mbpp_plus,dcr,378,373,5,280,235255,true,[]
qwen2.5-coder-7b-instruct,mbpp_plus,dcpr,378,373,5,280,250589,false,"[""dcr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,sc_cr,378,373,5,277,269085,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,sc_cpr,378,373,5,277,273143,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,sc_dr,378,373,5,279,279401,false,"[""r"",""dr"",""dcr"",""dcpr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,sc_dcr,378,373,5,280,285031,false,"[""dcr"",""dcpr""]"
qwen2.5-coder-7b-instruct,mbpp_plus,sc_dcpr,378,373,5,277,291451,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr""]"
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,direct,1136,1134,2,562,560845,true,[]
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,r,1136,1134,2,566,1427912,true,[]
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cr,1136,1134,2,429,3795866,false,"[""direct"",""r"",""dr"",""dcr"",""dcpr"",""sc_cr"",""sc_cpr"",""sc_dr"",""sc_dcr"",""sc_dcpr""]"
